"start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
21,21,0,50,"inception_3a/5x5","inception_3a/5x5","inception_3a/5x5","Convolution","Convolution","Convolution",332.,334.7,388.,"{388., 341., 335., 334., 348., 335., 334., 333., 333., 333., 333., 332., 337., 333., 360., 376., 388., 382., 333., 334., 333., 334., 333., 333., 333., 334., 333., 346., 334., 334., 332., 333., 333., 333., 333., 332., 333., 333., 333., 346., 334., 333., 332., 380., 376., 375., 371., 333., 332., 334.}"
22,22,0,50,"inception_3a/relu_5x5","inception_3a/relu_5x5","inception_3a/relu_5x5","Elementwise","Elementwise","Elementwise",31.,32.,46.,"{46., 34., 32., 32., 32., 32., 32., 32., 41., 33., 32., 32., 31., 31., 32., 32., 32., 32., 31., 33., 37., 32., 32., 31., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 33., 32., 32., 32., 32., 32., 32., 31., 32., 32., 32., 31., 32.}"
23,23,0,50,"inception_3a/pool","inception_3a/pool","inception_3a/pool","Pooling","Pooling","Pooling",1174.,1204.4667,1226.,"{1226., 1224., 1216., 1208., 1208., 1174., 1174., 1205., 1221., 1175., 1225., 1174., 1205., 1205., 1198., 1210., 1211., 1220., 1191., 1211., 1191., 1175., 1211., 1178., 1219., 1178., 1178., 1205., 1179., 1211., 1222., 1211., 1177., 1210., 1221., 1217., 1211., 1221., 1210., 1210., 1210., 1177., 1178., 1217., 1221., 1177., 1210., 1186., 1211., 1210.}"
24,24,0,50,"inception_3a/pool_proj","inception_3a/pool_proj","inception_3a/pool_proj","Convolution","Convolution","Convolution",53.,55.8667,124.,"{124., 60., 55., 53., 55., 53., 55., 55., 55., 55., 54., 69., 55., 54., 54., 54., 54., 54., 53., 54., 54., 54., 54., 54., 55., 55., 54., 54., 53., 54., 54., 55., 53., 54., 53., 55., 79., 70., 60., 62., 61., 62., 60., 68., 61., 61., 61., 61., 60., 61.}"
25,25,0,50,"inception_3a/relu_pool_proj","inception_3a/relu_pool_proj","inception_3a/relu_pool_proj","Elementwise","Elementwise","Elementwise",31.,31.900000000000002,47.,"{47., 35., 32., 32., 32., 33., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 31., 32., 31., 31., 31., 32., 32., 32., 31., 31., 32., 32., 32., 32., 32., 32., 31., 32., 31., 31., 31., 32., 32., 31., 31., 31., 32., 32., 32., 32.}"
26,26,0,50,"inception_3a/output","inception_3a/output","inception_3a/output","Catenate","Catenate","Catenate",92.,93.,107.,"{107., 98., 95., 94., 94., 94., 93., 93., 94., 93., 93., 93., 94., 93., 93., 93., 93., 92., 93., 93., 93., 93., 95., 93., 93., 93., 93., 93., 93., 93., 93., 93., 93., 93., 93., 93., 93., 93., 93., 94., 93., 93., 93., 93., 92., 93., 92., 93., 93., 93.}"
27,27,0,50,"inception_3b/1x1","inception_3b/1x1","inception_3b/1x1","Convolution","Convolution","Convolution",159.,161.70000000000002,260.,"{260., 170., 163., 162., 162., 161., 168., 198., 180., 178., 178., 179., 187., 162., 161., 161., 160., 160., 161., 160., 175., 163., 160., 161., 160., 161., 161., 160., 160., 160., 160., 174., 167., 160., 159., 161., 160., 160., 161., 161., 160., 160., 159., 160., 174., 163., 159., 161., 160., 160.}"
28,28,0,50,"inception_3b/relu_1x1","inception_3b/relu_1x1","inception_3b/relu_1x1","Elementwise","Elementwise","Elementwise",51.,52.300000000000004,75.,"{75., 55., 53., 52., 53., 52., 52., 53., 52., 52., 52., 53., 53., 52., 53., 52., 52., 52., 53., 53., 53., 52., 52., 52., 52., 52., 52., 51., 52., 52., 52., 52., 52., 52., 51., 55., 53., 52., 53., 53., 52., 52., 52., 64., 53., 53., 53., 52., 52., 52.}"
29,29,0,50,"inception_3b/3x3_reduce","inception_3b/3x3_reduce","inception_3b/3x3_reduce","Convolution","Convolution","Convolution",159.,160.5333,285.,"{285., 188., 191., 163., 163., 163., 161., 162., 160., 161., 177., 164., 161., 162., 160., 162., 161., 160., 161., 160., 161., 160., 160., 161., 160., 160., 161., 160., 160., 160., 160., 161., 160., 161., 170., 161., 160., 161., 160., 160., 159., 159., 159., 160., 159., 159., 159., 160., 160., 159.}"
30,30,0,50,"inception_3b/relu_3x3_reduce","inception_3b/relu_3x3_reduce","inception_3b/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",52.,52.633300000000006,76.,"{76., 56., 54., 53., 53., 53., 64., 54., 53., 53., 52., 52., 52., 52., 52., 52., 52., 53., 52., 52., 52., 52., 52., 52., 53., 53., 52., 52., 53., 52., 52., 52., 52., 53., 53., 53., 53., 53., 53., 53., 52., 53., 53., 53., 53., 53., 53., 52., 53., 53.}"
31,31,0,50,"inception_3b/3x3","inception_3b/3x3","inception_3b/3x3","Convolution","Convolution","Convolution",1450.,1490.5333,1647.,"{1570., 1631., 1472., 1502., 1477., 1468., 1482., 1537., 1560., 1503., 1472., 1475., 1469., 1465., 1647., 1478., 1452., 1494., 1479., 1454., 1508., 1575., 1494., 1471., 1477., 1484., 1466., 1583., 1521., 1463., 1492., 1469., 1450., 1502., 1609., 1553., 1472., 1468., 1491., 1473., 1534., 1553., 1459., 1492., 1471., 1501., 1501., 1574., 1521., 1471.}"
32,32,0,50,"inception_3b/relu_3x3","inception_3b/relu_3x3","inception_3b/relu_3x3","Elementwise","Elementwise","Elementwise",78.,79.4667,98.,"{98., 83., 81., 80., 81., 80., 80., 80., 80., 80., 80., 80., 79., 80., 80., 79., 80., 80., 80., 79., 80., 88., 81., 80., 79., 80., 79., 89., 80., 78., 79., 79., 78., 79., 78., 79., 78., 79., 79., 78., 79., 79., 79., 78., 78., 79., 79., 78., 79., 79.}"
33,33,0,50,"inception_3b/5x5_reduce","inception_3b/5x5_reduce","inception_3b/5x5_reduce","Convolution","Convolution","Convolution",69.,72.10000000000001,163.,"{163., 80., 73., 71., 71., 70., 70., 69., 70., 70., 69., 70., 70., 69., 70., 69., 70., 97., 84., 80., 78., 79., 79., 79., 79., 78., 78., 78., 78., 79., 83., 70., 70., 70., 70., 70., 70., 70., 69., 69., 70., 70., 70., 70., 71., 70., 69., 70., 77., 71.}"
34,34,0,50,"inception_3b/relu_5x5_reduce","inception_3b/relu_5x5_reduce","inception_3b/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",31.,31.7667,46.,"{46., 34., 32., 32., 31., 32., 32., 31., 32., 32., 31., 31., 31., 45., 33., 32., 32., 31., 32., 32., 32., 31., 32., 31., 32., 32., 32., 31., 32., 31., 31., 32., 31., 32., 31., 32., 32., 32., 32., 32., 31., 31., 32., 31., 32., 32., 32., 32., 31., 32.}"
35,35,0,50,"inception_3b/5x5","inception_3b/5x5","inception_3b/5x5","Convolution","Convolution","Convolution",764.,774.3333,980.,"{848., 779., 775., 770., 787., 771., 764., 765., 768., 893., 838., 768., 766., 781., 783., 768., 764., 768., 768., 781., 769., 803., 873., 794., 782., 769., 776., 767., 768., 784., 769., 767., 766., 766., 863., 851., 768., 766., 767., 766., 772., 769., 768., 765., 768., 790., 798., 980., 810., 783.}"
36,36,0,50,"inception_3b/relu_5x5","inception_3b/relu_5x5","inception_3b/relu_5x5","Elementwise","Elementwise","Elementwise",45.,45.5,67.,"{67., 49., 47., 46., 46., 46., 46., 46., 45., 45., 45., 45., 45., 46., 46., 45., 45., 45., 45., 45., 45., 46., 45., 46., 46., 46., 45., 45., 46., 45., 45., 45., 45., 45., 46., 46., 46., 46., 45., 45., 46., 46., 45., 45., 45., 45., 60., 46., 46., 46.}"
37,37,0,50,"inception_3b/pool","inception_3b/pool","inception_3b/pool","Pooling","Pooling","Pooling",1551.,1582.8000000000002,1618.,"{1601., 1556., 1592., 1553., 1598., 1565., 1553., 1565., 1564., 1552., 1585., 1585., 1566., 1596., 1551., 1600., 1601., 1610., 1596., 1551., 1589., 1609., 1610., 1596., 1596., 1590., 1600., 1618., 1551., 1594., 1568., 1556., 1599., 1615., 1551., 1563., 1596., 1551., 1616., 1553., 1607., 1603., 1557., 1610., 1595., 1595., 1565., 1555., 1609., 1552.}"
38,38,0,50,"inception_3b/pool_proj","inception_3b/pool_proj","inception_3b/pool_proj","Convolution","Convolution","Convolution",99.,100.4,192.,"{192., 110., 103., 102., 102., 102., 101., 100., 101., 102., 101., 101., 101., 100., 101., 101., 101., 100., 100., 100., 100., 101., 100., 100., 114., 104., 100., 101., 100., 101., 100., 100., 100., 100., 100., 100., 100., 99., 101., 100., 100., 100., 100., 99., 101., 99., 100., 100., 99., 100.}"
39,39,0,50,"inception_3b/relu_pool_proj","inception_3b/relu_pool_proj","inception_3b/relu_pool_proj","Elementwise","Elementwise","Elementwise",36.,36.4333,55.,"{55., 39., 37., 37., 36., 36., 36., 37., 36., 38., 36., 37., 36., 37., 36., 36., 37., 36., 36., 37., 36., 37., 37., 36., 36., 36., 36., 36., 36., 37., 36., 36., 37., 37., 37., 37., 36., 37., 36., 37., 36., 36., 37., 36., 36., 37., 36., 37., 36., 37.}"
40,40,0,50,"inception_3b/output","inception_3b/output","inception_3b/output","Catenate","Catenate","Catenate",152.,153.8333,168.,"{168., 157., 154., 153., 166., 154., 154., 153., 154., 154., 153., 154., 154., 154., 153., 154., 154., 154., 154., 153., 153., 154., 152., 154., 154., 154., 154., 154., 154., 157., 154., 154., 153., 154., 154., 153., 154., 153., 167., 154., 154., 154., 153., 153., 153., 154., 152., 153., 154., 154.}"
41,41,0,50,"pool3_3x3_s2_pad","pool3_3x3_s2_pad","pool3_3x3_s2_pad","Padding","Padding","Padding",453.,454.3,474.,"{474., 457., 455., 455., 468., 456., 454., 454., 454., 454., 453., 454., 453., 463., 454., 454., 463., 454., 454., 454., 454., 468., 454., 454., 454., 455., 454., 453., 453., 454., 468., 454., 453., 454., 454., 453., 470., 468., 467., 454., 454., 454., 454., 454., 454., 454., 453., 468., 454., 455.}"
42,42,0,50,"pool3_3x3_s2","pool3_3x3_s2","pool3_3x3_s2","Pooling","Pooling","Pooling",788.,798.1667,835.,"{835., 794., 831., 791., 788., 816., 816., 813., 790., 816., 789., 790., 804., 790., 816., 831., 794., 809., 790., 800., 791., 790., 829., 795., 795., 794., 795., 805., 790., 816., 789., 790., 816., 796., 822., 794., 795., 807., 791., 790., 789., 790., 809., 795., 817., 795., 795., 805., 791., 790.}"
43,43,0,50,"inception_4a/1x1","inception_4a/1x1","inception_4a/1x1","Convolution","Convolution","Convolution",147.,150.8,228.,"{228., 157., 150., 149., 149., 150., 149., 151., 150., 149., 150., 149., 149., 149., 151., 148., 158., 148., 148., 149., 150., 149., 152., 163., 150., 153., 151., 148., 149., 148., 151., 151., 158., 172., 166., 165., 167., 167., 165., 160., 149., 147., 148., 148., 148., 149., 149., 162., 153., 150.}"
44,44,0,50,"inception_4a/relu_1x1","inception_4a/relu_1x1","inception_4a/relu_1x1","Elementwise","Elementwise","Elementwise",33.,33.8667,50.,"{50., 37., 35., 34., 33., 34., 34., 34., 34., 34., 33., 33., 34., 34., 34., 34., 34., 34., 33., 33., 34., 34., 33., 34., 34., 34., 34., 34., 33., 33., 34., 34., 34., 33., 34., 34., 33., 33., 34., 34., 33., 34., 34., 33., 34., 44., 34., 34., 34., 33.}"
45,45,0,50,"inception_4a/3x3_reduce","inception_4a/3x3_reduce","inception_4a/3x3_reduce","Convolution","Convolution","Convolution",83.,85.3,156.,"{156., 91., 87., 86., 86., 85., 99., 89., 86., 84., 85., 86., 84., 85., 86., 85., 85., 86., 86., 85., 87., 86., 84., 86., 84., 85., 85., 86., 85., 86., 85., 84., 85., 84., 85., 83., 85., 85., 85., 85., 85., 84., 86., 92., 84., 85., 85., 85., 84., 85.}"
46,46,0,50,"inception_4a/relu_3x3_reduce","inception_4a/relu_3x3_reduce","inception_4a/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",29.,29.633300000000002,43.,"{43., 32., 30., 30., 30., 30., 30., 29., 30., 30., 29., 30., 29., 30., 29., 30., 29., 30., 29., 30., 29., 30., 29., 30., 29., 30., 30., 30., 29., 30., 29., 30., 29., 30., 29., 29., 30., 29., 30., 29., 30., 30., 29., 29., 29., 30., 29., 30., 29., 30.}"
47,47,0,50,"inception_4a/3x3","inception_4a/3x3","inception_4a/3x3","Convolution","Convolution","Convolution",339.,340.1333,414.,"{414., 347., 342., 343., 341., 341., 340., 340., 340., 339., 340., 340., 339., 339., 350., 341., 340., 340., 339., 346., 339., 339., 339., 339., 379., 395., 382., 375., 340., 340., 339., 340., 339., 340., 340., 339., 352., 341., 340., 339., 339., 340., 339., 340., 340., 339., 340., 340., 349., 340.}"
48,48,0,50,"inception_4a/relu_3x3","inception_4a/relu_3x3","inception_4a/relu_3x3","Elementwise","Elementwise","Elementwise",34.,35.,51.,"{51., 38., 36., 36., 35., 35., 34., 35., 35., 35., 35., 35., 35., 35., 34., 34., 35., 49., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 34., 34., 35., 35., 36., 35., 35., 35., 35., 34., 35., 34., 35., 35., 35., 35., 35., 35., 35., 35., 36.}"
49,49,0,50,"inception_4a/5x5_reduce","inception_4a/5x5_reduce","inception_4a/5x5_reduce","Convolution","Convolution","Convolution",41.,43.8333,98.,"{98., 49., 42., 41., 42., 42., 41., 41., 41., 42., 42., 41., 50., 73., 46., 46., 46., 46., 47., 47., 47., 59., 47., 46., 46., 46., 46., 47., 47., 47., 46., 46., 66., 42., 42., 41., 42., 42., 41., 42., 42., 42., 42., 42., 42., 42., 41., 41., 42., 41.}"
50,50,0,50,"inception_4a/relu_5x5_reduce","inception_4a/relu_5x5_reduce","inception_4a/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",19.,20.,37.,"{37., 22., 21., 20., 20., 20., 19., 19., 20., 20., 20., 20., 20., 20., 20., 20., 20., 19., 20., 20., 20., 20., 20., 20., 20., 20., 19., 20., 20., 20., 20., 20., 20., 20., 20., 20., 19., 20., 28., 20., 20., 20., 20., 20., 19., 20., 20., 20., 20., 20.}"
51,51,0,50,"inception_4a/5x5","inception_4a/5x5","inception_4a/5x5","Convolution","Convolution","Convolution",126.,127.60000000000001,188.,"{188., 134., 130., 129., 128., 129., 127., 126., 129., 127., 127., 129., 128., 128., 127., 127., 128., 128., 128., 128., 127., 128., 136., 129., 127., 127., 127., 128., 127., 127., 128., 126., 127., 128., 127., 128., 127., 128., 128., 127., 128., 127., 128., 127., 127., 128., 127., 127., 128., 175.}"
52,52,0,50,"inception_4a/relu_5x5","inception_4a/relu_5x5","inception_4a/relu_5x5","Elementwise","Elementwise","Elementwise",26.,26.633300000000002,39.,"{39., 29., 27., 27., 27., 27., 26., 27., 26., 26., 27., 27., 26., 27., 26., 27., 27., 26., 27., 26., 27., 26., 27., 27., 26., 27., 26., 27., 26., 27., 26., 27., 26., 27., 26., 27., 26., 27., 26., 27., 26., 26., 27., 26., 27., 26., 27., 26., 27., 27.}"
53,53,0,50,"inception_4a/pool","inception_4a/pool","inception_4a/pool","Pooling","Pooling","Pooling",752.,765.0333,783.,"{783., 773., 765., 753., 764., 753., 776., 764., 771., 765., 753., 774., 763., 752., 763., 763., 766., 753., 764., 764., 762., 781., 763., 765., 762., 763., 762., 774., 765., 762., 754., 755., 778., 765., 769., 762., 765., 775., 767., 766., 756., 767., 772., 757., 767., 767., 766., 781., 767., 769.}"
54,54,0,50,"inception_4a/pool_proj","inception_4a/pool_proj","inception_4a/pool_proj","Convolution","Convolution","Convolution",67.,70.2,127.,"{127., 74., 70., 68., 82., 71., 69., 69., 69., 68., 68., 69., 68., 69., 68., 68., 67., 68., 67., 69., 67., 69., 67., 68., 68., 95., 84., 76., 75., 76., 76., 75., 74., 77., 77., 75., 76., 77., 91., 68., 69., 69., 67., 68., 68., 69., 69., 68., 69., 68.}"
55,55,0,50,"inception_4a/relu_pool_proj","inception_4a/relu_pool_proj","inception_4a/relu_pool_proj","Elementwise","Elementwise","Elementwise",27.,27.200000000000003,40.,"{40., 30., 28., 28., 28., 27., 27., 28., 27., 28., 27., 27., 27., 27., 28., 27., 28., 27., 27., 28., 27., 27., 28., 27., 28., 27., 27., 27., 28., 28., 27., 27., 27., 27., 27., 27., 27., 27., 27., 27., 27., 27., 27., 28., 27., 27., 27., 27., 28., 27.}"
56,56,0,50,"inception_4a/output","inception_4a/output","inception_4a/output","Catenate","Catenate","Catenate",57.,58.,75.,"{75., 63., 60., 59., 58., 58., 58., 58., 58., 57., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 61., 58., 59., 58., 58., 57., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 59., 57., 58., 58., 57., 58., 58., 58., 59., 58.}"
57,57,0,50,"inception_4b/1x1","inception_4b/1x1","inception_4b/1x1","Convolution","Convolution","Convolution",133.,135.8667,219.,"{219., 141., 137., 135., 135., 133., 135., 134., 134., 143., 171., 149., 168., 151., 150., 150., 155., 139., 138., 135., 135., 137., 135., 134., 135., 135., 135., 137., 134., 134., 135., 133., 141., 135., 135., 134., 134., 136., 133., 135., 146., 135., 135., 137., 135., 135., 133., 134., 136., 134.}"
58,58,0,50,"inception_4b/relu_1x1","inception_4b/relu_1x1","inception_4b/relu_1x1","Elementwise","Elementwise","Elementwise",32.,33.,48.,"{48., 36., 34., 33., 33., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 32., 32., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 34., 33., 33., 33., 33.}"
59,59,0,50,"inception_4b/3x3_reduce","inception_4b/3x3_reduce","inception_4b/3x3_reduce","Convolution","Convolution","Convolution",102.,103.80000000000001,177.,"{177., 110., 106., 105., 105., 103., 104., 107., 104., 119., 107., 105., 104., 102., 103., 105., 104., 105., 104., 107., 102., 103., 104., 104., 102., 106., 104., 102., 105., 103., 102., 102., 105., 104., 104., 104., 104., 103., 102., 102., 102., 102., 103., 103., 105., 115., 103., 102., 103., 102.}"
60,60,0,50,"inception_4b/relu_3x3_reduce","inception_4b/relu_3x3_reduce","inception_4b/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",30.,30.7667,45.,"{45., 33., 31., 31., 31., 31., 31., 30., 31., 31., 30., 30., 30., 30., 30., 31., 31., 31., 31., 31., 31., 30., 31., 31., 30., 30., 31., 31., 31., 31., 30., 30., 31., 31., 30., 31., 30., 30., 31., 31., 31., 30., 30., 31., 31., 31., 31., 31., 31., 30.}"
61,61,0,50,"inception_4b/3x3","inception_4b/3x3","inception_4b/3x3","Convolution","Convolution","Convolution",385.,388.6667,510.,"{510., 452., 391., 389., 392., 388., 387., 388., 388., 387., 401., 389., 388., 388., 387., 402., 392., 388., 387., 387., 400., 389., 388., 388., 457., 435., 428., 387., 387., 392., 399., 388., 388., 388., 386., 387., 387., 387., 387., 386., 400., 388., 388., 386., 385., 387., 386., 386., 386., 462.}"
62,62,0,50,"inception_4b/relu_3x3","inception_4b/relu_3x3","inception_4b/relu_3x3","Elementwise","Elementwise","Elementwise",35.,36.033300000000004,54.,"{54., 40., 37., 36., 36., 37., 36., 37., 36., 36., 36., 37., 36., 37., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 37., 36., 36., 36., 36., 35., 36., 37., 36., 37., 36., 36., 36., 36., 36., 36., 37., 36., 36., 36., 36., 36., 36., 36., 36.}"
63,63,0,50,"inception_4b/5x5_reduce","inception_4b/5x5_reduce","inception_4b/5x5_reduce","Convolution","Convolution","Convolution",43.,43.7667,115.,"{115., 56., 45., 44., 43., 44., 43., 44., 43., 44., 44., 43., 43., 43., 43., 44., 44., 44., 43., 43., 44., 44., 44., 43., 43., 43., 43., 44., 44., 44., 44., 44., 44., 44., 43., 43., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 44., 43., 43.}"
64,64,0,50,"inception_4b/relu_5x5_reduce","inception_4b/relu_5x5_reduce","inception_4b/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",20.,20.0667,49.,"{49., 23., 21., 20., 21., 21., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 21., 20., 20., 20., 21., 20., 20., 20., 21., 21., 20., 20., 20., 20., 21., 21., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 20., 21.}"
65,65,0,50,"inception_4b/5x5","inception_4b/5x5","inception_4b/5x5","Convolution","Convolution","Convolution",186.,187.2333,262.,"{262., 220., 215., 188., 188., 187., 186., 188., 188., 187., 187., 186., 186., 187., 187., 187., 187., 187., 186., 187., 200., 187., 187., 188., 188., 187., 187., 188., 187., 186., 187., 186., 187., 187., 187., 186., 186., 187., 187., 188., 195., 190., 188., 187., 186., 187., 186., 187., 222., 211.}"
66,66,0,50,"inception_4b/relu_5x5","inception_4b/relu_5x5","inception_4b/relu_5x5","Elementwise","Elementwise","Elementwise",27.,27.3333,40.,"{40., 30., 28., 28., 27., 27., 28., 28., 27., 28., 27., 28., 27., 27., 40., 28., 28., 27., 27., 27., 27., 27., 27., 28., 27., 27., 27., 28., 27., 28., 27., 27., 27., 27., 28., 27., 28., 27., 27., 28., 27., 27., 27., 27., 28., 27., 28., 27., 27., 28.}"
67,67,0,50,"inception_4b/pool","inception_4b/pool","inception_4b/pool","Pooling","Pooling","Pooling",800.,814.6333000000001,833.,"{833., 816., 827., 804., 814., 814., 812., 820., 812., 817., 801., 803., 824., 814., 811., 812., 812., 823., 814., 814., 800., 818., 816., 813., 811., 803., 826., 803., 812., 812., 814., 824., 819., 823., 813., 815., 829., 817., 816., 814., 814., 823., 804., 813., 814., 818., 824., 814., 814., 814.}"
68,68,0,50,"inception_4b/pool_proj","inception_4b/pool_proj","inception_4b/pool_proj","Convolution","Convolution","Convolution",72.,73.0667,161.,"{161., 81., 76., 74., 73., 74., 73., 73., 73., 72., 73., 74., 74., 75., 74., 73., 72., 72., 73., 73., 78., 73., 73., 73., 73., 72., 73., 73., 74., 72., 72., 73., 73., 72., 72., 73., 73., 74., 74., 72., 72., 74., 72., 73., 72., 73., 73., 73., 72., 87.}"
