"start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
22,22,0,50,"fire4/expand1x1","fire4/expand1x1","fire4/expand1x1","Convolution","Convolution","Convolution",84.,87.8,147.,"{147., 93., 88., 87., 86., 87., 87., 115., 102., 95., 96., 97., 99., 98., 95., 95., 96., 106., 87., 86., 88., 88., 86., 89., 87., 86., 88., 85., 86., 86., 86., 86., 88., 88., 87., 88., 88., 86., 88., 85., 85., 86., 86., 84., 86., 85., 84., 88., 86., 84.}"
23,23,0,50,"fire4/relu_expand1x1","fire4/relu_expand1x1","fire4/relu_expand1x1","Elementwise","Elementwise","Elementwise",53.,53.666700000000006,76.,"{76., 59., 56., 55., 54., 54., 54., 54., 55., 54., 54., 53., 54., 53., 54., 54., 54., 54., 54., 53., 54., 54., 53., 54., 54., 53., 54., 53., 53., 53., 53., 54., 54., 54., 54., 53., 53., 70., 54., 53., 54., 53., 53., 53., 53., 53., 54., 53., 53., 53.}"
24,24,0,50,"fire4/expand3x3","fire4/expand3x3","fire4/expand3x3","Convolution","Convolution","Convolution",364.,367.,450.,"{450., 373., 368., 368., 368., 366., 366., 367., 382., 368., 365., 365., 433., 412., 412., 367., 366., 366., 378., 369., 366., 366., 367., 367., 365., 368., 365., 366., 367., 367., 366., 365., 365., 366., 365., 367., 364., 366., 411., 425., 422., 367., 367., 366., 366., 366., 365., 365., 367., 379.}"
25,25,0,50,"fire4/relu_expand3x3","fire4/relu_expand3x3","fire4/relu_expand3x3","Elementwise","Elementwise","Elementwise",53.,53.4333,76.,"{76., 58., 56., 54., 54., 53., 54., 55., 54., 53., 53., 54., 54., 53., 54., 54., 53., 53., 54., 54., 53., 53., 54., 53., 54., 53., 54., 53., 53., 53., 53., 54., 53., 53., 54., 53., 54., 53., 53., 53., 53., 54., 54., 53., 53., 53., 53., 53., 54., 53.}"
26,26,0,50,"fire4/concat","fire4/concat","fire4/concat","Catenate","Catenate","Catenate",94.,94.9667,116.,"{116., 98., 96., 96., 96., 95., 96., 95., 95., 95., 110., 97., 96., 96., 95., 96., 96., 94., 94., 95., 94., 95., 94., 95., 96., 94., 94., 95., 95., 95., 95., 94., 95., 94., 94., 94., 94., 95., 94., 94., 95., 94., 95., 94., 104., 95., 95., 94., 95., 111.}"
27,27,0,50,"fire5/squeeze1x1","fire5/squeeze1x1","fire5/squeeze1x1","Convolution","Convolution","Convolution",76.,79.5667,183.,"{183., 90., 81., 79., 78., 77., 78., 78., 78., 78., 78., 77., 77., 77., 77., 78., 77., 77., 105., 87., 86., 86., 86., 86., 86., 86., 86., 86., 86., 86., 101., 77., 77., 77., 78., 78., 77., 78., 77., 77., 76., 77., 78., 78., 77., 77., 91., 80., 78., 78.}"
28,28,0,50,"fire5/relu_squeeze1x1","fire5/relu_squeeze1x1","fire5/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",30.,30.5333,45.,"{45., 33., 32., 31., 31., 30., 31., 31., 30., 31., 31., 30., 31., 31., 31., 31., 30., 30., 31., 30., 31., 30., 30., 30., 30., 31., 30., 31., 31., 30., 31., 31., 30., 31., 30., 31., 30., 31., 30., 30., 31., 30., 30., 30., 30., 30., 31., 30., 30., 31.}"
29,29,0,50,"fire5/expand1x1","fire5/expand1x1","fire5/expand1x1","Convolution","Convolution","Convolution",85.,87.6333,166.,"{166., 111., 100., 96., 115., 100., 96., 94., 96., 95., 103., 86., 86., 87., 87., 87., 87., 87., 88., 88., 87., 86., 87., 87., 88., 87., 85., 88., 88., 87., 86., 87., 87., 85., 87., 85., 86., 86., 86., 85., 86., 86., 87., 88., 85., 87., 99., 87., 87., 89.}"
30,30,0,50,"fire5/relu_expand1x1","fire5/relu_expand1x1","fire5/relu_expand1x1","Elementwise","Elementwise","Elementwise",53.,54.1,76.,"{76., 69., 57., 54., 54., 54., 55., 54., 55., 54., 55., 55., 55., 54., 54., 54., 54., 55., 54., 54., 53., 54., 54., 53., 54., 54., 62., 54., 55., 55., 54., 53., 54., 54., 55., 54., 54., 54., 53., 54., 53., 54., 53., 54., 54., 54., 54., 54., 54., 54.}"
31,31,0,50,"fire5/expand3x3","fire5/expand3x3","fire5/expand3x3","Convolution","Convolution","Convolution",365.,368.,441.,"{441., 372., 404., 411., 411., 389., 367., 367., 383., 368., 367., 367., 367., 366., 366., 367., 368., 368., 367., 370., 367., 367., 366., 366., 367., 367., 366., 365., 393., 411., 424., 409., 370., 367., 367., 367., 366., 368., 366., 366., 381., 369., 367., 367., 367., 366., 367., 366., 367., 367.}"
32,32,0,50,"fire5/relu_expand3x3","fire5/relu_expand3x3","fire5/relu_expand3x3","Elementwise","Elementwise","Elementwise",53.,54.,76.,"{76., 68., 56., 54., 54., 55., 54., 54., 54., 54., 54., 54., 55., 54., 54., 55., 54., 54., 54., 54., 54., 54., 54., 53., 54., 54., 54., 54., 53., 54., 54., 54., 54., 54., 55., 53., 54., 53., 54., 53., 54., 54., 68., 55., 54., 54., 54., 54., 54., 54.}"
33,33,0,50,"fire5/concat","fire5/concat","fire5/concat","Catenate","Catenate","Catenate",91.,91.9,110.,"{110., 96., 93., 93., 92., 92., 92., 91., 92., 91., 92., 93., 91., 92., 91., 92., 92., 91., 92., 92., 91., 92., 92., 92., 92., 91., 92., 91., 106., 93., 92., 92., 92., 92., 92., 91., 92., 92., 91., 92., 92., 92., 91., 92., 92., 91., 92., 92., 92., 91.}"
34,34,0,50,"pool5_pad","pool5_pad","pool5_pad","Padding","Padding","Padding",257.,257.86670000000004,278.,"{278., 262., 259., 258., 258., 258., 258., 258., 258., 258., 258., 258., 257., 258., 273., 258., 258., 258., 258., 268., 261., 259., 258., 257., 257., 259., 258., 257., 257., 269., 258., 258., 257., 258., 257., 258., 257., 257., 257., 258., 258., 258., 258., 257., 271., 259., 257., 257., 257., 257.}"
35,35,0,50,"pool5","pool5","pool5","Pooling","Pooling","Pooling",435.,440.4667,472.,"{472., 441., 438., 437., 450., 437., 436., 436., 460., 437., 437., 445., 452., 436., 451., 437., 435., 456., 437., 450., 436., 436., 436., 450., 437., 444., 457., 441., 438., 438., 438., 438., 438., 439., 447., 450., 455., 438., 439., 438., 438., 438., 439., 438., 447., 453., 452., 439., 439., 438.}"
36,36,0,50,"fire6/squeeze1x1","fire6/squeeze1x1","fire6/squeeze1x1","Convolution","Convolution","Convolution",45.,46.300000000000004,105.,"{105., 53., 47., 47., 46., 46., 46., 46., 47., 62., 47., 46., 47., 45., 45., 46., 47., 47., 45., 47., 46., 47., 46., 46., 46., 46., 46., 45., 46., 46., 46., 47., 45., 46., 47., 46., 46., 47., 45., 46., 46., 47., 48., 47., 46., 47., 45., 46., 46., 46.}"
37,37,0,50,"fire6/relu_squeeze1x1","fire6/relu_squeeze1x1","fire6/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",26.,26.0667,52.,"{52., 29., 27., 26., 27., 26., 27., 26., 26., 26., 26., 26., 27., 26., 26., 26., 27., 26., 26., 26., 27., 26., 26., 26., 26., 27., 26., 26., 26., 26., 26., 26., 27., 26., 26., 26., 27., 26., 26., 26., 26., 26., 26., 27., 26., 26., 26., 26., 26., 26.}"
38,38,0,50,"fire6/expand1x1","fire6/expand1x1","fire6/expand1x1","Convolution","Convolution","Convolution",57.,58.533300000000004,118.,"{118., 66., 66., 62., 60., 59., 58., 58., 60., 58., 59., 59., 58., 59., 57., 58., 59., 59., 76., 60., 58., 59., 59., 58., 57., 59., 58., 59., 57., 58., 59., 59., 57., 57., 57., 57., 58., 59., 58., 58., 58., 59., 58., 59., 59., 59., 58., 59., 57., 58.}"
39,39,0,50,"fire6/relu_expand1x1","fire6/relu_expand1x1","fire6/relu_expand1x1","Elementwise","Elementwise","Elementwise",33.,33.4,50.,"{50., 36., 34., 34., 33., 44., 35., 34., 33., 34., 33., 33., 34., 34., 33., 33., 34., 33., 34., 33., 33., 33., 34., 34., 33., 35., 34., 33., 33., 33., 33., 33., 34., 33., 33., 34., 33., 33., 33., 34., 33., 33., 33., 34., 33., 33., 33., 34., 34., 33.}"
40,40,0,50,"fire6/expand3x3","fire6/expand3x3","fire6/expand3x3","Convolution","Convolution","Convolution",219.,226.16670000000002,302.,"{302., 233., 243., 231., 229., 226., 225., 225., 225., 226., 224., 227., 228., 224., 224., 221., 224., 227., 223., 238., 229., 224., 226., 228., 230., 230., 265., 254., 254., 256., 252., 228., 227., 226., 228., 225., 237., 226., 220., 222., 222., 219., 221., 220., 221., 220., 224., 221., 223., 223.}"
41,41,0,50,"fire6/relu_expand3x3","fire6/relu_expand3x3","fire6/relu_expand3x3","Elementwise","Elementwise","Elementwise",34.,34.533300000000004,51.,"{51., 38., 35., 35., 35., 35., 34., 35., 34., 35., 34., 35., 34., 35., 34., 35., 35., 35., 35., 34., 35., 34., 35., 34., 34., 35., 34., 34., 35., 35., 34., 35., 34., 34., 35., 34., 34., 34., 35., 34., 35., 35., 34., 34., 35., 34., 34., 35., 34., 34.}"
42,42,0,50,"fire6/concat","fire6/concat","fire6/concat","Catenate","Catenate","Catenate",46.,46.7,67.,"{67., 51., 48., 47., 47., 46., 47., 47., 47., 47., 47., 47., 47., 46., 46., 47., 46., 46., 46., 46., 47., 47., 46., 46., 46., 46., 47., 47., 46., 46., 46., 47., 47., 47., 47., 46., 47., 47., 47., 46., 46., 47., 47., 47., 47., 47., 47., 46., 46., 47.}"
43,43,0,50,"fire7/squeeze1x1","fire7/squeeze1x1","fire7/squeeze1x1","Convolution","Convolution","Convolution",48.,48.4333,114.,"{114., 54., 50., 49., 49., 48., 48., 48., 49., 49., 48., 48., 48., 49., 49., 48., 48., 48., 48., 48., 48., 49., 49., 49., 49., 49., 49., 48., 48., 49., 48., 49., 48., 48., 49., 48., 48., 49., 49., 48., 48., 62., 49., 49., 48., 48., 48., 48., 48., 48.}"
44,44,0,50,"fire7/relu_squeeze1x1","fire7/relu_squeeze1x1","fire7/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",25.,26.,40.,"{40., 28., 26., 26., 26., 28., 27., 26., 26., 27., 26., 27., 26., 26., 26., 26., 26., 26., 26., 26., 27., 26., 26., 26., 26., 25., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 25., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26.}"
45,45,0,50,"fire7/expand1x1","fire7/expand1x1","fire7/expand1x1","Convolution","Convolution","Convolution",56.,60.4333,120.,"{120., 76., 61., 58., 60., 59., 58., 57., 58., 58., 59., 58., 59., 58., 59., 58., 58., 59., 58., 57., 58., 57., 56., 57., 58., 85., 69., 65., 64., 66., 67., 65., 66., 65., 65., 67., 66., 66., 66., 66., 76., 59., 59., 58., 58., 58., 59., 60., 58., 58.}"
46,46,0,50,"fire7/relu_expand1x1","fire7/relu_expand1x1","fire7/relu_expand1x1","Elementwise","Elementwise","Elementwise",33.,33.2333,50.,"{50., 43., 35., 33., 34., 34., 34., 33., 33., 33., 34., 34., 33., 33., 33., 33., 33., 34., 34., 33., 33., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 34., 33., 33., 33., 33., 34., 34., 34., 33., 33., 33., 34., 34., 33., 33., 33., 33.}"
47,47,0,50,"fire7/expand3x3","fire7/expand3x3","fire7/expand3x3","Convolution","Convolution","Convolution",221.,226.26670000000001,289.,"{289., 231., 236., 229., 225., 227., 229., 224., 226., 223., 226., 228., 223., 227., 227., 222., 222., 224., 228., 234., 228., 227., 227., 226., 224., 221., 225., 224., 230., 228., 225., 224., 225., 223., 248., 254., 264., 255., 259., 227., 225., 224., 226., 226., 225., 225., 225., 230., 224., 224.}"
48,48,0,50,"fire7/relu_expand3x3","fire7/relu_expand3x3","fire7/relu_expand3x3","Elementwise","Elementwise","Elementwise",33.,33.,50.,"{50., 36., 35., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 34., 34., 33., 33., 34.}"
49,49,0,50,"fire7/concat","fire7/concat","fire7/concat","Catenate","Catenate","Catenate",46.,47.,67.,"{67., 52., 48., 48., 48., 47., 47., 47., 47., 47., 47., 47., 47., 47., 47., 59., 49., 47., 47., 47., 46., 46., 46., 46., 47., 47., 47., 47., 47., 47., 46., 46., 47., 46., 47., 47., 47., 47., 46., 46., 47., 46., 47., 47., 47., 47., 47., 47., 47., 47.}"
50,50,0,50,"fire8/squeeze1x1","fire8/squeeze1x1","fire8/squeeze1x1","Convolution","Convolution","Convolution",54.,55.5,134.,"{134., 62., 57., 56., 56., 55., 55., 55., 55., 56., 56., 56., 55., 56., 55., 55., 55., 55., 56., 56., 68., 57., 55., 55., 55., 55., 55., 55., 55., 55., 56., 55., 59., 56., 55., 55., 55., 55., 55., 55., 59., 56., 54., 55., 55., 78., 63., 63., 63., 62.}"
51,51,0,50,"fire8/relu_squeeze1x1","fire8/relu_squeeze1x1","fire8/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",26.,27.,40.,"{40., 30., 28., 27., 27., 27., 27., 27., 28., 27., 27., 27., 27., 27., 27., 27., 27., 27., 27., 28., 27., 26., 28., 27., 27., 28., 27., 27., 27., 27., 27., 27., 27., 27., 37., 28., 27., 27., 27., 27., 26., 27., 27., 27., 27., 26., 27., 27., 26., 27.}"
52,52,0,50,"fire8/expand1x1","fire8/expand1x1","fire8/expand1x1","Convolution","Convolution","Convolution",60.,61.1,127.,"{127., 76., 63., 62., 61., 61., 61., 61., 61., 60., 60., 61., 61., 61., 62., 60., 61., 62., 61., 61., 61., 61., 60., 60., 60., 61., 61., 63., 61., 61., 61., 61., 62., 63., 62., 60., 61., 61., 61., 61., 60., 61., 60., 60., 61., 61., 61., 62., 74., 62.}"
53,53,0,50,"fire8/relu_expand1x1","fire8/relu_expand1x1","fire8/relu_expand1x1","Elementwise","Elementwise","Elementwise",36.,37.,54.,"{54., 41., 38., 37., 38., 37., 38., 37., 37., 37., 37., 37., 37., 38., 37., 37., 37., 37., 37., 38., 37., 37., 37., 37., 37., 37., 37., 37., 37., 37., 47., 38., 37., 37., 37., 36., 36., 37., 37., 37., 36., 36., 37., 37., 36., 37., 37., 36., 37., 37.}"
54,54,0,50,"fire8/expand3x3","fire8/expand3x3","fire8/expand3x3","Convolution","Convolution","Convolution",264.,265.9667,335.,"{335., 272., 268., 268., 266., 267., 267., 282., 268., 266., 266., 265., 266., 265., 265., 265., 264., 266., 265., 265., 328., 312., 300., 317., 266., 267., 265., 266., 266., 265., 265., 266., 265., 266., 266., 276., 267., 266., 265., 265., 266., 266., 266., 266., 266., 265., 265., 266., 265., 265.}"
55,55,0,50,"fire8/relu_expand3x3","fire8/relu_expand3x3","fire8/relu_expand3x3","Elementwise","Elementwise","Elementwise",41.,42.,62.,"{62., 44., 42., 42., 42., 42., 41., 42., 42., 42., 42., 41., 54., 43., 42., 42., 42., 41., 41., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 43., 41., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 41., 41., 42., 42., 41., 42., 41., 42.}"
56,56,0,50,"fire8/concat","fire8/concat","fire8/concat","Catenate","Catenate","Catenate",60.,60.7333,75.,"{75., 62., 61., 71., 62., 61., 61., 61., 61., 60., 60., 61., 61., 61., 60., 60., 60., 61., 60., 61., 60., 61., 62., 61., 60., 60., 60., 61., 60., 60., 60., 61., 61., 61., 61., 61., 61., 60., 61., 61., 60., 61., 60., 61., 61., 60., 61., 61., 60., 61.}"
57,57,0,50,"fire9/squeeze1x1","fire9/squeeze1x1","fire9/squeeze1x1","Convolution","Convolution","Convolution",73.,74.5333,161.,"{161., 83., 79., 77., 75., 75., 74., 76., 74., 74., 76., 75., 74., 73., 74., 73., 75., 75., 76., 77., 74., 75., 75., 74., 73., 75., 75., 73., 74., 74., 74., 74., 87., 74., 76., 74., 74., 75., 74., 74., 74., 76., 74., 75., 74., 74., 75., 73., 73., 76.}"
58,58,0,50,"fire9/relu_squeeze1x1","fire9/relu_squeeze1x1","fire9/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",28.,28.666700000000002,53.,"{53., 33., 30., 29., 28., 29., 29., 29., 28., 28., 29., 29., 29., 28., 29., 29., 28., 29., 28., 29., 28., 29., 28., 28., 29., 28., 29., 28., 29., 28., 29., 28., 29., 28., 29., 28., 28., 29., 29., 29., 28., 29., 29., 29., 28., 29., 28., 29., 29., 28.}"
59,59,0,50,"fire9/expand1x1","fire9/expand1x1","fire9/expand1x1","Convolution","Convolution","Convolution",62.,65.2,123.,"{123., 69., 65., 65., 63., 64., 63., 75., 64., 65., 63., 63., 62., 63., 64., 62., 62., 64., 63., 64., 62., 62., 62., 62., 62., 63., 62., 63., 62., 63., 90., 72., 72., 70., 70., 70., 70., 71., 70., 70., 70., 70., 70., 71., 75., 62., 63., 62., 62., 66.}"
60,60,0,50,"fire9/relu_expand1x1","fire9/relu_expand1x1","fire9/relu_expand1x1","Elementwise","Elementwise","Elementwise",38.,39.,55.,"{55., 43., 40., 39., 39., 39., 39., 38., 39., 39., 38., 45., 39., 39., 40., 39., 38., 38., 39., 39., 39., 38., 52., 39., 39., 39., 39., 39., 39., 38., 38., 39., 39., 40., 38., 39., 38., 39., 39., 39., 38., 40., 39., 39., 39., 39., 39., 39., 39., 39.}"
61,61,0,50,"fire9/expand3x3","fire9/expand3x3","fire9/expand3x3","Convolution","Convolution","Convolution",266.,268.93330000000003,331.,"{331., 274., 283., 272., 268., 314., 301., 300., 306., 268., 267., 267., 268., 279., 270., 268., 268., 268., 267., 268., 267., 267., 267., 268., 267., 266., 266., 267., 281., 267., 267., 267., 266., 266., 266., 268., 267., 267., 266., 267., 273., 325., 310., 302., 305., 268., 267., 267., 267., 268.}"
