"start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
39,39,0,50,"4_1/2/relu4_1_dwise","4_1/2/relu4_1_dwise","4_1/2/relu4_1_dwise","Elementwise","Elementwise","Elementwise",189.,189.70000000000002,209.,"{209., 194., 191., 190., 190., 203., 191., 191., 189., 190., 190., 189., 190., 189., 190., 190., 189., 189., 189., 189., 189., 190., 190., 190., 189., 193., 204., 191., 190., 189., 189., 189., 189., 199., 189., 190., 189., 190., 189., 189., 189., 189., 189., 189., 190., 190., 202., 190., 191., 190.}"
40,40,0,50,"4_1/3/conv4_1_linear","4_1/3/conv4_1_linear","4_1/3/conv4_1_linear","Convolution","Convolution","Convolution",76.,77.2333,148.,"{148., 84., 79., 79., 79., 77., 77., 78., 77., 77., 78., 77., 78., 77., 78., 77., 77., 78., 77., 92., 79., 78., 78., 77., 77., 77., 77., 78., 77., 78., 77., 77., 77., 77., 77., 78., 77., 77., 76., 77., 77., 77., 77., 77., 77., 77., 77., 76., 77., 77.}"
41,41,0,50,"4_1/3/conv4_1_linear_bn","4_1/3/conv4_1_linear_bn","4_1/3/conv4_1_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",36.,37.,57.,"{57., 41., 38., 37., 37., 37., 37., 37., 37., 37., 37., 37., 37., 37., 37., 37., 36., 37., 37., 37., 37., 37., 36., 36., 37., 36., 37., 37., 37., 36., 37., 37., 37., 37., 37., 37., 36., 37., 37., 37., 37., 36., 36., 37., 37., 37., 37., 37., 37., 37.}"
42,42,0,50,"4_1/4","4_1/4","4_1/4","Threading","Threading","Threading",35.,36.,55.,"{55., 40., 37., 36., 37., 36., 36., 37., 37., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 35., 35., 51., 37., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36.}"
43,43,0,50,"4_2/1/conv4_2_expand","4_2/1/conv4_2_expand","4_2/1/conv4_2_expand","Convolution","Convolution","Convolution",187.,190.3333,235.,"{235., 197., 193., 191., 189., 191., 191., 189., 191., 191., 191., 222., 207., 226., 208., 208., 212., 190., 190., 191., 189., 190., 189., 190., 189., 190., 188., 189., 188., 190., 188., 190., 193., 204., 192., 190., 190., 191., 189., 188., 190., 187., 190., 191., 190., 189., 188., 191., 190., 189.}"
44,44,0,50,"4_2/1/conv4_2_expand_bn","4_2/1/conv4_2_expand_bn","4_2/1/conv4_2_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",109.,110.,132.,"{132., 114., 112., 110., 111., 110., 110., 110., 110., 109., 110., 110., 110., 110., 110., 126., 111., 110., 110., 110., 110., 109., 109., 109., 110., 110., 110., 110., 110., 110., 110., 110., 110., 109., 110., 110., 110., 109., 110., 110., 110., 110., 109., 110., 110., 110., 110., 110., 110., 122.}"
45,45,0,50,"4_2/1/relu4_2_expand","4_2/1/relu4_2_expand","4_2/1/relu4_2_expand","Elementwise","Elementwise","Elementwise",189.,189.9667,209.,"{209., 194., 190., 208., 190., 190., 190., 189., 190., 189., 189., 189., 190., 190., 190., 189., 190., 190., 190., 190., 190., 190., 190., 208., 191., 189., 190., 190., 189., 190., 190., 199., 190., 189., 189., 189., 190., 190., 190., 190., 191., 190., 191., 190., 202., 190., 189., 190., 190., 190.}"
46,46,0,50,"4_2/2/conv4_2_dwise","4_2/2/conv4_2_dwise","4_2/2/conv4_2_dwise","Convolution","Convolution","Convolution",1965.,1985.9333000000001,2240.,"{2240., 2204., 2024., 2054., 1981., 1998., 1979., 2003., 2043., 1983., 1967., 1985., 1968., 2037., 1969., 1983., 1969., 1980., 2032., 1985., 1969., 1979., 1968., 2046., 1967., 1981., 1968., 1983., 2023., 1983., 1970., 1982., 1968., 2034., 1976., 1982., 1967., 1979., 2035., 2015., 1968., 1981., 1965., 2051., 1966., 1980., 1965., 1983., 2024., 1981.}"
47,47,0,50,"4_2/2/conv4_2_dwise_bn","4_2/2/conv4_2_dwise_bn","4_2/2/conv4_2_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",109.,110.36670000000001,132.,"{132., 115., 112., 111., 110., 110., 111., 110., 110., 110., 110., 110., 110., 110., 109., 110., 110., 110., 110., 109., 111., 121., 112., 110., 110., 124., 112., 110., 110., 111., 111., 111., 110., 111., 110., 110., 111., 110., 111., 110., 110., 111., 110., 111., 110., 111., 110., 111., 111., 110.}"
48,48,0,50,"4_2/2/relu4_2_dwise","4_2/2/relu4_2_dwise","4_2/2/relu4_2_dwise","Elementwise","Elementwise","Elementwise",188.,189.3333,209.,"{209., 193., 190., 190., 189., 205., 190., 189., 189., 189., 190., 190., 189., 189., 189., 189., 189., 190., 189., 189., 190., 189., 190., 190., 189., 204., 189., 189., 189., 189., 189., 188., 189., 188., 188., 188., 189., 194., 192., 189., 188., 188., 189., 200., 190., 190., 202., 191., 189., 189.}"
49,49,0,50,"4_2/3/conv4_2_linear","4_2/3/conv4_2_linear","4_2/3/conv4_2_linear","Convolution","Convolution","Convolution",77.,77.9,147.,"{147., 84., 80., 79., 78., 78., 78., 78., 78., 78., 78., 79., 78., 78., 78., 78., 78., 78., 77., 78., 77., 78., 78., 78., 78., 78., 77., 78., 78., 78., 78., 78., 78., 77., 77., 77., 77., 78., 77., 78., 77., 77., 77., 78., 87., 79., 77., 78., 77., 78.}"
50,50,0,50,"4_2/3/conv4_2_linear_bn","4_2/3/conv4_2_linear_bn","4_2/3/conv4_2_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",36.,37.,56.,"{56., 41., 38., 37., 37., 37., 37., 37., 36., 36., 38., 37., 37., 37., 37., 37., 37., 37., 37., 36., 37., 37., 37., 37., 37., 37., 37., 37., 37., 37., 36., 37., 37., 37., 37., 37., 37., 37., 36., 37., 37., 37., 36., 37., 37., 36., 37., 37., 37., 36.}"
51,60,9,50,"4_2/4","4_4/1/conv4_4_expand","4_2/4-4_3/1/conv4_3_expand-4_3/1/conv4_3_expand_bn-4_3/1/relu4_3_expand-4_3/2/conv4_3_dwise-4_3/2/conv4_3_dwise_bn-4_3/2/relu4_3_dwise-4_3/3/conv4_3_linear-4_3/3/conv4_3_linear_bn-4_4/1/conv4_4_expand","Threading","Convolution","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution",1422.,1442.1000000000001,1661.,"{1661., 1476., 1432., 1425., 1442., 1549., 1437., 1424., 1436., 1452., 1423., 1450., 1540., 1423., 1435., 1424., 1437., 1423., 1485., 1510., 1443., 1422., 1428., 1472., 1429., 1518., 1492., 1429., 1445., 1431., 1428., 1442., 1540., 1465., 1448., 1434., 1447., 1434., 1425., 1587., 1430., 1433., 1462., 1434., 1428., 1443., 1560., 1448., 1429., 1440.}"
61,61,0,50,"4_4/1/conv4_4_expand_bn","4_4/1/conv4_4_expand_bn","4_4/1/conv4_4_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",67.,68.2667,94.,"{94., 74., 70., 69., 69., 69., 68., 69., 68., 68., 68., 69., 68., 68., 68., 68., 68., 68., 68., 69., 68., 69., 67., 69., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 69., 69., 69., 69., 68., 68., 68., 68., 69., 67., 83., 70., 68., 68., 68.}"
62,62,0,50,"4_4/1/relu4_4_expand","4_4/1/relu4_4_expand","4_4/1/relu4_4_expand","Elementwise","Elementwise","Elementwise",96.,97.2667,121.,"{121., 103., 99., 99., 98., 98., 98., 97., 97., 98., 97., 97., 112., 100., 98., 97., 97., 97., 99., 98., 97., 98., 97., 97., 97., 97., 97., 98., 97., 97., 97., 97., 97., 97., 97., 97., 97., 98., 97., 97., 97., 97., 97., 97., 97., 96., 106., 99., 97., 97.}"
63,63,0,50,"4_4/2/conv4_4_dwise","4_4/2/conv4_4_dwise","4_4/2/conv4_4_dwise","Convolution","Convolution","Convolution",1050.,1066.4333000000001,1298.,"{1298., 1218., 1073., 1057., 1057., 1056., 1072., 1050., 1052., 1086., 1181., 1054., 1053., 1061., 1063., 1052., 1053., 1067., 1055., 1149., 1090., 1073., 1057., 1058., 1062., 1087., 1061., 1060., 1146., 1112., 1060., 1060., 1074., 1058., 1057., 1058., 1074., 1100., 1127., 1084., 1060., 1060., 1059., 1075., 1061., 1069., 1107., 1145., 1057., 1055.}"
64,64,0,50,"4_4/2/conv4_4_dwise_bn","4_4/2/conv4_4_dwise_bn","4_4/2/conv4_4_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",67.,67.9,91.,"{91., 73., 69., 68., 67., 68., 68., 68., 68., 67., 68., 68., 69., 67., 68., 68., 68., 67., 68., 67., 68., 68., 67., 68., 67., 68., 68., 68., 68., 68., 68., 67., 68., 67., 68., 68., 68., 68., 67., 67., 68., 67., 68., 68., 68., 68., 68., 68., 67., 68.}"
65,65,0,50,"4_4/2/relu4_4_dwise","4_4/2/relu4_4_dwise","4_4/2/relu4_4_dwise","Elementwise","Elementwise","Elementwise",97.,97.6333,122.,"{122., 102., 100., 99., 98., 97., 97., 98., 97., 98., 97., 113., 99., 99., 98., 98., 98., 98., 97., 97., 98., 97., 98., 98., 98., 97., 98., 97., 97., 98., 98., 97., 98., 98., 97., 97., 97., 97., 97., 98., 98., 97., 97., 98., 98., 97., 97., 98., 97., 109.}"
66,66,0,50,"4_4/3/conv4_4_linear","4_4/3/conv4_4_linear","4_4/3/conv4_4_linear","Convolution","Convolution","Convolution",80.,83.4333,144.,"{144., 87., 81., 81., 80., 80., 98., 86., 82., 82., 81., 82., 83., 85., 82., 82., 82., 82., 80., 82., 82., 82., 82., 83., 107., 91., 92., 92., 91., 91., 91., 92., 92., 92., 102., 82., 81., 82., 82., 82., 82., 82., 82., 81., 83., 83., 82., 82., 82., 82.}"
67,67,0,50,"4_4/3/conv4_4_linear_bn","4_4/3/conv4_4_linear_bn","4_4/3/conv4_4_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",31.,31.933300000000003,48.,"{48., 36., 33., 32., 32., 32., 32., 31., 32., 32., 32., 31., 32., 32., 32., 32., 32., 32., 31., 32., 32., 31., 31., 32., 32., 31., 32., 32., 32., 32., 32., 32., 32., 31., 33., 31., 32., 31., 32., 32., 31., 32., 32., 32., 32., 31., 32., 32., 32., 31.}"
68,68,0,50,"4_4/4","4_4/4","4_4/4","Threading","Threading","Threading",29.,29.8,44.,"{44., 32., 30., 29., 30., 30., 30., 30., 30., 29., 30., 30., 29., 30., 30., 30., 29., 30., 29., 30., 30., 30., 30., 30., 29., 30., 30., 29., 30., 30., 29., 30., 29., 30., 29., 30., 29., 30., 29., 30., 30., 30., 30., 29., 29., 30., 29., 29., 30., 42.}"
69,69,0,50,"4_5/1/conv4_5_expand","4_5/1/conv4_5_expand","4_5/1/conv4_5_expand","Convolution","Convolution","Convolution",102.,104.2,160.,"{160., 113., 106., 106., 119., 107., 104., 105., 104., 105., 104., 104., 103., 105., 103., 104., 104., 104., 104., 104., 104., 105., 105., 104., 104., 104., 105., 105., 103., 106., 103., 105., 103., 104., 103., 103., 103., 106., 104., 104., 116., 106., 104., 104., 105., 103., 103., 103., 103., 102.}"
70,70,0,50,"4_5/1/conv4_5_expand_bn","4_5/1/conv4_5_expand_bn","4_5/1/conv4_5_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",67.,68.1667,93.,"{93., 73., 70., 70., 68., 69., 68., 86., 70., 68., 69., 68., 67., 68., 68., 68., 68., 68., 68., 68., 67., 68., 68., 68., 68., 68., 68., 67., 75., 69., 69., 69., 68., 68., 68., 68., 68., 68., 68., 69., 68., 68., 68., 68., 68., 69., 68., 69., 68., 68.}"
71,71,0,50,"4_5/1/relu4_5_expand","4_5/1/relu4_5_expand","4_5/1/relu4_5_expand","Elementwise","Elementwise","Elementwise",96.,97.6667,121.,"{121., 103., 99., 98., 98., 99., 114., 99., 98., 98., 98., 98., 99., 98., 98., 98., 98., 98., 98., 97., 97., 98., 98., 97., 98., 98., 97., 97., 98., 97., 97., 97., 96., 97., 97., 98., 97., 98., 97., 98., 97., 97., 98., 97., 110., 100., 97., 97., 97., 97.}"
72,72,0,50,"4_5/2/conv4_5_dwise","4_5/2/conv4_5_dwise","4_5/2/conv4_5_dwise","Convolution","Convolution","Convolution",1051.,1063.7,1187.,"{1102., 1092., 1119., 1125., 1066., 1056., 1062., 1055., 1072., 1052., 1054., 1091., 1134., 1052., 1051., 1066., 1056., 1055., 1054., 1074., 1058., 1187., 1056., 1068., 1055., 1060., 1064., 1054., 1052., 1052., 1158., 1097., 1053., 1051., 1070., 1054., 1052., 1054., 1068., 1115., 1123., 1068., 1054., 1054., 1053., 1078., 1052., 1053., 1090., 1136.}"
73,73,0,50,"4_5/2/conv4_5_dwise_bn","4_5/2/conv4_5_dwise_bn","4_5/2/conv4_5_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",67.,68.,105.,"{105., 74., 70., 69., 69., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 69., 68., 68., 68., 68., 68., 69., 68., 69., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 67., 67., 68., 68., 68., 68., 68., 68., 68., 68.}"
74,74,0,50,"4_5/2/relu4_5_dwise","4_5/2/relu4_5_dwise","4_5/2/relu4_5_dwise","Elementwise","Elementwise","Elementwise",96.,97.4333,122.,"{122., 102., 100., 99., 98., 97., 98., 97., 97., 97., 98., 98., 98., 97., 97., 98., 98., 97., 98., 97., 97., 98., 97., 97., 97., 98., 98., 98., 97., 98., 97., 97., 97., 111., 99., 97., 98., 97., 97., 97., 96., 96., 97., 97., 97., 96., 98., 97., 108., 102.}"
75,75,0,50,"4_5/3/conv4_5_linear","4_5/3/conv4_5_linear","4_5/3/conv4_5_linear","Convolution","Convolution","Convolution",80.,81.7667,165.,"{165., 90., 85., 84., 81., 81., 83., 83., 84., 82., 81., 83., 99., 84., 83., 81., 83., 81., 82., 81., 82., 82., 81., 82., 81., 81., 80., 80., 80., 84., 81., 81., 83., 81., 84., 84., 82., 82., 81., 81., 81., 81., 81., 81., 83., 82., 80., 81., 81., 82.}"
76,76,0,50,"4_5/3/conv4_5_linear_bn","4_5/3/conv4_5_linear_bn","4_5/3/conv4_5_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",31.,31.6,47.,"{47., 35., 32., 32., 32., 32., 31., 32., 31., 31., 31., 32., 32., 31., 32., 31., 31., 32., 31., 32., 31., 32., 33., 31., 32., 31., 31., 32., 31., 32., 32., 32., 32., 31., 31., 32., 31., 31., 31., 32., 32., 32., 31., 31., 32., 31., 32., 31., 32., 32.}"
77,77,0,50,"4_5/4","4_5/4","4_5/4","Threading","Threading","Threading",29.,29.666700000000002,45.,"{45., 33., 30., 29., 30., 30., 30., 30., 29., 30., 30., 30., 30., 29., 29., 30., 29., 30., 29., 29., 30., 29., 29., 30., 30., 29., 30., 30., 29., 29., 30., 29., 30., 30., 29., 30., 29., 30., 29., 30., 29., 30., 30., 29., 30., 30., 30., 29., 29., 30.}"
78,78,0,50,"4_6/1/conv4_6_expand","4_6/1/conv4_6_expand","4_6/1/conv4_6_expand","Convolution","Convolution","Convolution",102.,103.80000000000001,182.,"{182., 112., 107., 105., 105., 104., 104., 103., 105., 104., 104., 103., 104., 103., 104., 103., 103., 104., 104., 103., 103., 105., 104., 103., 104., 104., 103., 103., 105., 104., 104., 103., 104., 119., 106., 103., 104., 103., 105., 104., 103., 105., 102., 104., 104., 102., 103., 104., 104., 103.}"
79,79,0,50,"4_6/1/conv4_6_expand_bn","4_6/1/conv4_6_expand_bn","4_6/1/conv4_6_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",67.,68.,90.,"{90., 73., 70., 68., 68., 68., 69., 68., 68., 68., 68., 68., 68., 68., 67., 69., 68., 68., 67., 68., 68., 81., 69., 68., 68., 68., 67., 81., 69., 68., 68., 68., 68., 67., 68., 68., 68., 67., 68., 67., 68., 68., 67., 68., 68., 68., 67., 67., 68., 68.}"
80,80,0,50,"4_6/1/relu4_6_expand","4_6/1/relu4_6_expand","4_6/1/relu4_6_expand","Elementwise","Elementwise","Elementwise",97.,97.80000000000001,121.,"{121., 103., 100., 111., 100., 99., 98., 98., 98., 98., 100., 98., 98., 98., 98., 98., 98., 98., 107., 111., 98., 98., 98., 98., 97., 97., 97., 97., 97., 97., 98., 97., 97., 98., 98., 98., 98., 98., 97., 97., 98., 97., 100., 98., 97., 98., 97., 97., 97., 97.}"
81,81,0,50,"4_6/2/conv4_6_dwise","4_6/2/conv4_6_dwise","4_6/2/conv4_6_dwise","Convolution","Convolution","Convolution",1052.,1063.6000000000001,1213.,"{1110., 1085., 1056., 1070., 1055., 1052., 1064., 1057., 1139., 1097., 1081., 1054., 1053., 1054., 1071., 1054., 1053., 1108., 1137., 1053., 1052., 1076., 1061., 1060., 1057., 1073., 1098., 1129., 1058., 1053., 1054., 1053., 1071., 1058., 1059., 1057., 1213., 1061., 1060., 1057., 1070., 1053., 1053., 1070., 1070., 1160., 1093., 1074., 1057., 1058.}"
82,82,0,50,"4_6/2/conv4_6_dwise_bn","4_6/2/conv4_6_dwise_bn","4_6/2/conv4_6_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",67.,67.8,93.,"{93., 72., 70., 68., 69., 83., 69., 69., 68., 69., 68., 68., 68., 68., 68., 68., 68., 68., 68., 68., 67., 68., 68., 68., 68., 68., 68., 67., 68., 67., 68., 68., 67., 67., 67., 68., 67., 68., 67., 67., 67., 67., 67., 68., 68., 67., 67., 68., 67., 67.}"
83,83,0,50,"4_6/2/relu4_6_dwise","4_6/2/relu4_6_dwise","4_6/2/relu4_6_dwise","Elementwise","Elementwise","Elementwise",97.,97.83330000000001,122.,"{122., 103., 99., 99., 99., 97., 98., 98., 97., 98., 98., 98., 97., 98., 97., 98., 98., 97., 98., 113., 99., 98., 97., 98., 98., 98., 98., 98., 98., 98., 97., 97., 98., 97., 98., 98., 98., 98., 97., 98., 97., 97., 98., 98., 97., 98., 97., 98., 97., 98.}"
84,84,0,50,"4_6/3/conv4_6_linear","4_6/3/conv4_6_linear","4_6/3/conv4_6_linear","Convolution","Convolution","Convolution",80.,82.1667,166.,"{166., 101., 93., 94., 83., 83., 82., 81., 83., 81., 81., 81., 80., 82., 82., 84., 82., 82., 98., 85., 83., 82., 82., 81., 83., 82., 82., 82., 82., 81., 82., 81., 82., 83., 83., 88., 81., 82., 82., 83., 84., 82., 81., 82., 82., 82., 81., 81., 82., 82.}"
85,85,0,50,"4_6/3/conv4_6_linear_bn","4_6/3/conv4_6_linear_bn","4_6/3/conv4_6_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",31.,32.,49.,"{49., 35., 32., 33., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 32., 31., 32., 32., 32., 32., 32., 32., 32., 32., 31., 32., 32., 32., 31., 32., 32., 32., 31., 32., 32., 32., 32., 32., 31., 32., 32., 32., 32., 32., 32., 32., 31., 32., 32., 32.}"
86,95,9,50,"4_6/4","5_1/1/conv5_1_expand","4_6/4-4_7/1/conv4_7_expand-4_7/1/conv4_7_expand_bn-4_7/1/relu4_7_expand-4_7/2/conv4_7_dwise-4_7/2/conv4_7_dwise_bn-4_7/2/relu4_7_dwise-4_7/3/conv4_7_linear-4_7/3/conv4_7_linear_bn-5_1/1/conv5_1_expand","Threading","Convolution","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution",1661.,1684.9333000000001,1930.,"{1930., 1719., 1665., 1662., 1683., 1661., 1807., 1666., 1685., 1667., 1664., 1688., 1815., 1678., 1672., 1693., 1674., 1672., 1800., 1674., 1691., 1672., 1690., 1729., 1759., 1686., 1680., 1684., 1680., 1773., 1736., 1695., 1686., 1675., 1676., 1772., 1706., 1668., 1668., 1691., 1661., 1817., 1667., 1688., 1664., 1669., 1687., 1786., 1685., 1672.}"
96,96,0,50,"5_1/1/conv5_1_expand_bn","5_1/1/conv5_1_expand_bn","5_1/1/conv5_1_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",96.,143.16670000000002,191.,"{118., 100., 98., 96., 97., 96., 97., 96., 96., 96., 97., 96., 96., 191., 153., 148., 161., 148., 146., 148., 147., 148., 146., 148., 147., 147., 147., 148., 148., 148., 148., 147., 147., 147., 147., 147., 147., 147., 147., 154., 148., 148., 159., 148., 148., 147., 148., 148., 148., 148.}"
